auc,candidate_tag,delta_auc,delta_reference,evolution_prompt,node,patterns,relationship,run_id,status,step,ticker,variant,won
0.22196796338672767,step_3_candidate_1,-0.4805491990846683,last_accepted_winner,event_driven,CorporateAction,"[[""Article"", ""TRIGGERS"", ""CorporateAction""], [""Company"", ""TRIGGERS"", ""CorporateAction""]]",TRIGGERS,798cdc6344ef4cadb84c6f9df09e6148,rejected,3,TSLA,1,False
0.30205949656750575,step_4_candidate_0,-0.4004576659038902,last_accepted_winner,event_driven,MarketEvent,"[[""Article"", ""TRIGGERS"", ""MarketEvent""], [""MarketEvent"", ""TRIGGERS"", ""Company""]]",TRIGGERS,798cdc6344ef4cadb84c6f9df09e6148,rejected,4,TSLA,0,False
0.5514874141876429,step_4_candidate_1,-0.15102974828375304,last_accepted_winner,event_driven,EarningsReport,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",HAS_EARNINGS_REPORT,798cdc6344ef4cadb84c6f9df09e6148,rejected,4,TSLA,1,True
0.7437070938215102,step_5_candidate_0,0.041189931350114284,last_accepted_winner,event_driven,Product,"[[""Article"", ""MENTIONS_PRODUCT"", ""Product""]]",MENTIONS_PRODUCT,798cdc6344ef4cadb84c6f9df09e6148,accepted,5,TSLA,0,True
0.6910755148741419,step_5_candidate_1,-0.011441647597254079,last_accepted_winner,event_driven,LegalAction,"[[""Article"", ""INVOLVES_LEGAL_ACTION"", ""LegalAction""]]",INVOLVES_LEGAL_ACTION,798cdc6344ef4cadb84c6f9df09e6148,rejected,5,TSLA,1,False
0.5377574370709383,step_1_candidate_0,0.016018306636155666,baseline_article_embedding,event_driven,EconomicIndicator,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",REFERENCES,47542f41c56a41139c2b1100bda8d3b9,rejected,1,TSLA,0,False
0.5697940503432495,step_1_candidate_1,0.04805491990846689,baseline_article_embedding,event_driven,RegulatoryBody,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",MENTIONS_REGULATORY_BODY,47542f41c56a41139c2b1100bda8d3b9,accepted,1,TSLA,1,True
0.7299771167048055,step_2_candidate_0,0.160183066361556,last_accepted_winner,event_driven,CreditRating,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",HAS_CREDIT_RATING,47542f41c56a41139c2b1100bda8d3b9,accepted,2,TSLA,0,True
0.4347826086956522,step_2_candidate_1,-0.13501144164759726,last_accepted_winner,event_driven,GeographicRegion,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",LOCATED_IN,47542f41c56a41139c2b1100bda8d3b9,rejected,2,TSLA,1,False
0.5766590389016019,step_3_candidate_0,-0.1533180778032036,last_accepted_winner,event_driven,MarketEvent,"[[""Article"", ""TRIGGERS"", ""MarketEvent""], [""Company"", ""TRIGGERS"", ""MarketEvent""]]",TRIGGERS,47542f41c56a41139c2b1100bda8d3b9,rejected,3,TSLA,0,True
0.5377574370709381,step_3_candidate_1,-0.19221967963386732,last_accepted_winner,event_driven,EarningsReport,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",HAS_EARNINGS_REPORT,47542f41c56a41139c2b1100bda8d3b9,rejected,3,TSLA,1,False
0.3569794050343249,step_1_candidate_0,-0.2013729977116705,baseline_article_embedding,event_driven,EconomicIndicator,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",REFERENCES,1f0899fe991849538e443ea5f5944fb6,rejected,1,TSLA,0,False
0.7231121281464531,step_1_candidate_1,0.1647597254004577,baseline_article_embedding,event_driven,RegulatoryBody,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",MENTIONS_REGULATORY_BODY,1f0899fe991849538e443ea5f5944fb6,accepted,1,TSLA,1,True
0.47597254004576667,step_2_candidate_0,-0.24713958810068642,last_accepted_winner,event_driven,CreditRating,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",HAS_CREDIT_RATING,1f0899fe991849538e443ea5f5944fb6,rejected,2,TSLA,0,True
0.47139588100686497,step_2_candidate_1,-0.2517162471395881,last_accepted_winner,event_driven,GeographicRegion,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",LOCATED_IN,1f0899fe991849538e443ea5f5944fb6,rejected,2,TSLA,1,False
0.45995423340961095,step_3_candidate_0,-0.26315789473684215,last_accepted_winner,event_driven,Competitor,"[[""Company"", ""COMPETES_WITH"", ""Competitor""]]",COMPETES_WITH,1f0899fe991849538e443ea5f5944fb6,rejected,3,TSLA,0,True
0.4279176201372998,step_3_candidate_1,-0.2951945080091533,last_accepted_winner,event_driven,Industry,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",OPERATES_IN,1f0899fe991849538e443ea5f5944fb6,rejected,3,TSLA,1,False
0.38443935926773454,step_1_candidate_0,-0.13729977116704806,baseline_article_embedding,default,EconomicIndicator,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",REFERENCES,9f374dc0f20a423c96b951a8aceb2cf4,rejected,1,TSLA,0,False
0.585812356979405,step_1_candidate_1,0.06407322654462244,baseline_article_embedding,default,RegulatoryBody,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",MENTIONS_REGULATORY_BODY,9f374dc0f20a423c96b951a8aceb2cf4,accepted,1,TSLA,1,True
0.7002288329519452,step_2_candidate_0,0.11441647597254012,last_accepted_winner,default,CreditRating,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",HAS_CREDIT_RATING,9f374dc0f20a423c96b951a8aceb2cf4,accepted,2,TSLA,0,True
0.4759725400457666,step_2_candidate_1,-0.10983981693363842,last_accepted_winner,default,GeographicRegion,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",LOCATED_IN,9f374dc0f20a423c96b951a8aceb2cf4,rejected,2,TSLA,1,False
0.6132723112128147,step_3_candidate_0,-0.08695652173913049,last_accepted_winner,default,MarketEvent,"[[""Article"", ""TRIGGERS"", ""MarketEvent""], [""MarketEvent"", ""TRIGGERS"", ""Company""]]",TRIGGERS,9f374dc0f20a423c96b951a8aceb2cf4,rejected,3,TSLA,0,True
0.5789473684210527,step_3_candidate_1,-0.1212814645308925,last_accepted_winner,default,EarningsReport,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",HAS_EARNINGS_REPORT,9f374dc0f20a423c96b951a8aceb2cf4,rejected,3,TSLA,1,False
0.37986270022883295,step_4_candidate_0,-0.3203661327231122,last_accepted_winner,default,Executive,"[[""Article"", ""MENTIONS_EXECUTIVE"", ""Executive""]]",MENTIONS_EXECUTIVE,9f374dc0f20a423c96b951a8aceb2cf4,rejected,4,TSLA,0,False
0.5034324942791762,step_4_candidate_1,-0.1967963386727689,last_accepted_winner,default,MarketIndex,"[[""Article"", ""MENTIONS_MARKET_INDEX"", ""MarketIndex""]]",MENTIONS_MARKET_INDEX,9f374dc0f20a423c96b951a8aceb2cf4,rejected,4,TSLA,1,True
0.540045766590389,step_5_candidate_0,-0.1601830663615561,last_accepted_winner,default,Industry,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",OPERATES_IN,9f374dc0f20a423c96b951a8aceb2cf4,rejected,5,TSLA,0,False
0.6384439359267735,step_5_candidate_1,-0.06178489702517165,last_accepted_winner,default,CorporateAction,"[[""Article"", ""ANNOUNCES_CORPORATE_ACTION"", ""CorporateAction""], [""Company"", ""ANNOUNCES_CORPORATE_ACTION"", ""CorporateAction""]]",ANNOUNCES_CORPORATE_ACTION,9f374dc0f20a423c96b951a8aceb2cf4,rejected,5,TSLA,1,True
0.5949656750572083,step_6_candidate_0,-0.10526315789473684,last_accepted_winner,default,LegalAction,"[[""Article"", ""INVOLVES_LEGAL_ACTION"", ""LegalAction""]]",INVOLVES_LEGAL_ACTION,9f374dc0f20a423c96b951a8aceb2cf4,rejected,6,TSLA,0,False
0.5995423340961098,step_6_candidate_1,-0.10068649885583536,last_accepted_winner,default,Dividend,"[[""Company"", ""ANNOUNCES_DIVIDEND"", ""Dividend""]]",ANNOUNCES_DIVIDEND,9f374dc0f20a423c96b951a8aceb2cf4,rejected,6,TSLA,1,True
0.5972540045766591,step_7_candidate_0,-0.10297482837528604,last_accepted_winner,default,Product,"[[""Article"", ""MENTIONS_PRODUCT"", ""Product""]]",MENTIONS_PRODUCT,9f374dc0f20a423c96b951a8aceb2cf4,rejected,7,TSLA,0,True
0.49199084668192217,step_7_candidate_1,-0.208237986270023,last_accepted_winner,default,MergersAndAcquisitions,"[[""Article"", ""ANNOUNCES_M&A"", ""MergersAndAcquisitions""]]",ANNOUNCES_M&A,9f374dc0f20a423c96b951a8aceb2cf4,rejected,7,TSLA,1,False
0.43935926773455375,step_1_candidate_0,-0.21052631578947362,baseline_article_embedding,default,EconomicIndicator,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",REFERENCES,83e99ed53e1f498a9a0c4d2b50816d2e,rejected,1,TSLA,0,False
0.5034324942791761,step_1_candidate_1,-0.14645308924485123,baseline_article_embedding,default,RegulatoryBody,"[[""Article"", ""ISSUED_BY"", ""RegulatoryBody""]]",ISSUED_BY,83e99ed53e1f498a9a0c4d2b50816d2e,accepted,1,TSLA,1,True
0.5263157894736842,step_2_candidate_0,0.022883295194508046,last_accepted_winner,default,CreditRating,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",HAS_CREDIT_RATING,83e99ed53e1f498a9a0c4d2b50816d2e,accepted,2,TSLA,0,True
0.4736842105263158,step_2_candidate_1,-0.029748283752860316,last_accepted_winner,default,MarketEvent,"[[""Article"", ""TRIGGERS"", ""MarketEvent""]]",TRIGGERS,83e99ed53e1f498a9a0c4d2b50816d2e,rejected,2,TSLA,1,False
0.4851258581235698,step_3_candidate_0,-0.041189931350114395,last_accepted_winner,default,MarketEvent,"[[""MarketEvent"", ""AFFECTS"", ""Company""], [""Article"", ""RELATES_TO"", ""MarketEvent""]]",AFFECTS,83e99ed53e1f498a9a0c4d2b50816d2e,rejected,3,TSLA,0,True
0.41418764302059496,step_3_candidate_1,-0.11212814645308922,last_accepted_winner,default,GeographicRegion,"[[""Company"", ""OPERATES_IN"", ""GeographicRegion""]]",OPERATES_IN,83e99ed53e1f498a9a0c4d2b50816d2e,rejected,3,TSLA,1,False
0.43249427917620137,step_4_candidate_0,-0.09382151029748281,last_accepted_winner,default,MarketEvent,"[[""Article"", ""ASSOCIATED_WITH"", ""MarketEvent""]]",ASSOCIATED_WITH,83e99ed53e1f498a9a0c4d2b50816d2e,rejected,4,TSLA,0,False
0.5377574370709381,step_4_candidate_1,0.011441647597253968,last_accepted_winner,default,EarningsReport,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",HAS_EARNINGS_REPORT,83e99ed53e1f498a9a0c4d2b50816d2e,accepted,4,TSLA,1,True
0.5080091533180778,step_5_candidate_0,-0.029748283752860316,last_accepted_winner,default,CorporateAction,"[[""Company"", ""HAS_CORPORATE_ACTION"", ""CorporateAction""]]",HAS_CORPORATE_ACTION,83e99ed53e1f498a9a0c4d2b50816d2e,rejected,5,TSLA,0,False
0.5835240274599542,step_5_candidate_1,0.04576659038901609,last_accepted_winner,default,Industry,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",OPERATES_IN,83e99ed53e1f498a9a0c4d2b50816d2e,accepted,5,TSLA,1,True
0.6819221967963387,step_6_candidate_0,0.09839816933638446,last_accepted_winner,default,MergerAcquisition,"[[""Company"", ""HAS_MERGER_ACQUISITION"", ""MergerAcquisition""]]",HAS_MERGER_ACQUISITION,83e99ed53e1f498a9a0c4d2b50816d2e,accepted,6,TSLA,0,True
0.6178489702517163,step_6_candidate_1,0.034324942791762014,last_accepted_winner,default,LegalAction,"[[""Article"", ""INVOLVES"", ""LegalAction""], [""Company"", ""INVOLVES"", ""LegalAction""]]",INVOLVES,83e99ed53e1f498a9a0c4d2b50816d2e,rejected,6,TSLA,1,False
0.5125858123569794,step_7_candidate_0,-0.16933638443935928,last_accepted_winner,default,ProductLaunch,"[[""Company"", ""HAS_PRODUCT_LAUNCH"", ""ProductLaunch""]]",HAS_PRODUCT_LAUNCH,83e99ed53e1f498a9a0c4d2b50816d2e,rejected,7,TSLA,0,False
0.5263157894736843,step_7_candidate_1,-0.1556064073226544,last_accepted_winner,default,Dividend,"[[""Company"", ""HAS_DIVIDEND"", ""Dividend""]]",HAS_DIVIDEND,83e99ed53e1f498a9a0c4d2b50816d2e,rejected,7,TSLA,1,True
0.6361556064073226,step_1_candidate_0,-0.013729977116704761,baseline_article_embedding,fundamental,EconomicIndicator,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",REFERENCES,cfd8f4c606624f678244d03fff502faf,accepted,1,TSLA,0,True
0.41876430205949655,step_1_candidate_1,-0.23112128146453081,baseline_article_embedding,fundamental,EarningsReport,"[[""Company"", ""HAS_EARNINGS"", ""EarningsReport""]]",HAS_EARNINGS,cfd8f4c606624f678244d03fff502faf,rejected,1,TSLA,1,False
0.34324942791762014,step_2_candidate_0,-0.29290617848970246,last_accepted_winner,fundamental,RegulatoryBody,"[[""Article"", ""MENTIONS"", ""RegulatoryBody""], [""EconomicIndicator"", ""ISSUED_BY"", ""RegulatoryBody""]]",ISSUED_BY,cfd8f4c606624f678244d03fff502faf,rejected,2,TSLA,0,False
0.4805491990846682,step_2_candidate_1,-0.1556064073226544,last_accepted_winner,fundamental,RegulatoryAction,"[[""RegulatoryAction"", ""AFFECTS"", ""Company""], [""Article"", ""MENTIONS"", ""RegulatoryAction""]]",AFFECTS,cfd8f4c606624f678244d03fff502faf,rejected,2,TSLA,1,True
0.585812356979405,step_3_candidate_0,-0.05034324942791757,last_accepted_winner,fundamental,CreditRating,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",HAS_CREDIT_RATING,cfd8f4c606624f678244d03fff502faf,rejected,3,TSLA,0,False
0.5881006864988558,step_3_candidate_1,-0.048054919908466776,last_accepted_winner,fundamental,MarketSentiment,"[[""Article"", ""HAS_SENTIMENT"", ""MarketSentiment""]]",HAS_SENTIMENT,cfd8f4c606624f678244d03fff502faf,rejected,3,TSLA,1,True
0.5217391304347826,step_4_candidate_0,-0.11441647597254001,last_accepted_winner,fundamental,RegulatoryAction,"[[""Company"", ""AFFECTED_BY"", ""RegulatoryAction""], [""Article"", ""MENTIONS"", ""RegulatoryAction""]]",AFFECTED_BY,cfd8f4c606624f678244d03fff502faf,rejected,4,TSLA,0,False
0.5881006864988558,step_4_candidate_1,-0.048054919908466776,last_accepted_winner,fundamental,GeographicRegion,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",LOCATED_IN,cfd8f4c606624f678244d03fff502faf,rejected,4,TSLA,1,True
0.5606407322654462,step_5_candidate_0,-0.07551487414187641,last_accepted_winner,fundamental,MergerAcquisition,"[[""Company"", ""ANNOUNCES_M&A"", ""MergerAcquisition""]]",ANNOUNCES_M&A,cfd8f4c606624f678244d03fff502faf,rejected,5,TSLA,0,False
0.5903890160183066,step_5_candidate_1,-0.04576659038901598,last_accepted_winner,fundamental,ProductLaunch,"[[""Company"", ""ANNOUNCES_PRODUCT"", ""ProductLaunch""], [""Article"", ""MENTIONS"", ""ProductLaunch""]]",ANNOUNCES_PRODUCT,cfd8f4c606624f678244d03fff502faf,rejected,5,TSLA,1,True
0.5491990846681922,step_6_candidate_0,-0.08695652173913038,last_accepted_winner,fundamental,LegalLawsuit,"[[""Article"", ""INVOLVES_LAWSUIT"", ""LegalLawsuit""], [""Company"", ""INVOLVES_LAWSUIT"", ""LegalLawsuit""]]",INVOLVES_LAWSUIT,cfd8f4c606624f678244d03fff502faf,rejected,6,TSLA,0,False
0.6704805491990846,step_6_candidate_1,0.034324942791762014,last_accepted_winner,fundamental,Dividend,"[[""Company"", ""ANNOUNCES_DIVIDEND"", ""Dividend""], [""Article"", ""MENTIONS"", ""Dividend""]]",ANNOUNCES_DIVIDEND,cfd8f4c606624f678244d03fff502faf,accepted,6,TSLA,1,True
0.6727688787185354,step_7_candidate_0,0.0022883295194507935,last_accepted_winner,fundamental,RegulatoryFiling,"[[""Company"", ""SUBMITS_FILING"", ""RegulatoryFiling""], [""Article"", ""MENTIONS"", ""RegulatoryFiling""]]",SUBMITS_FILING,cfd8f4c606624f678244d03fff502faf,accepted,7,TSLA,0,True
0.6338672768878718,step_7_candidate_1,-0.03661327231121281,last_accepted_winner,fundamental,RegulatoryFiling,"[[""Company"", ""SUBMITS_FILING"", ""RegulatoryFiling""], [""Article"", ""MENTIONS"", ""RegulatoryFiling""]]",SUBMITS_FILING,cfd8f4c606624f678244d03fff502faf,rejected,7,TSLA,1,False
0.45308924485125857,step_1_candidate_0,-0.06864988558352403,baseline_article_embedding,event_driven,EconomicIndicator,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",REFERENCES,9cbbd194517b42f4b7996c1ea9a0cd2d,rejected,1,TSLA,0,False
0.6247139588100686,step_1_candidate_1,0.10297482837528604,baseline_article_embedding,event_driven,RegulatoryBody,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",MENTIONS_REGULATORY_BODY,9cbbd194517b42f4b7996c1ea9a0cd2d,accepted,1,TSLA,1,True
0.5446224256292906,step_2_candidate_0,-0.080091533180778,last_accepted_winner,event_driven,CreditRating,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",HAS_CREDIT_RATING,9cbbd194517b42f4b7996c1ea9a0cd2d,rejected,2,TSLA,0,True
0.49656750572082387,step_2_candidate_1,-0.12814645308924477,last_accepted_winner,event_driven,GeographicRegion,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",LOCATED_IN,9cbbd194517b42f4b7996c1ea9a0cd2d,rejected,2,TSLA,1,False
0.4897025171624714,step_3_candidate_0,-0.13501144164759726,last_accepted_winner,event_driven,MarketEvent,"[[""Article"", ""TRIGGERS"", ""MarketEvent""]]",TRIGGERS,9cbbd194517b42f4b7996c1ea9a0cd2d,rejected,3,TSLA,0,False
0.608695652173913,step_3_candidate_1,-0.016018306636155666,last_accepted_winner,event_driven,CorporateAction,"[[""Article"", ""ANNOUNCES_CORPORATE_ACTION"", ""CorporateAction""]]",ANNOUNCES_CORPORATE_ACTION,9cbbd194517b42f4b7996c1ea9a0cd2d,rejected,3,TSLA,1,True
0.6109839816933639,step_4_candidate_0,-0.013729977116704761,last_accepted_winner,event_driven,Industry,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",OPERATES_IN,9cbbd194517b42f4b7996c1ea9a0cd2d,rejected,4,TSLA,0,False
0.6681922196796339,step_4_candidate_1,0.0434782608695653,last_accepted_winner,event_driven,MarketEvent,"[[""MarketEvent"", ""AFFECTS"", ""Company""]]",AFFECTS,9cbbd194517b42f4b7996c1ea9a0cd2d,accepted,4,TSLA,1,True
0.6292906178489703,step_5_candidate_0,-0.0389016018306636,last_accepted_winner,event_driven,FinancialInstrument,"[[""Article"", ""MENTIONS_FINANCIAL_INSTRUMENT"", ""FinancialInstrument""]]",MENTIONS_FINANCIAL_INSTRUMENT,9cbbd194517b42f4b7996c1ea9a0cd2d,rejected,5,TSLA,0,True
0.5491990846681922,step_5_candidate_1,-0.11899313501144171,last_accepted_winner,event_driven,Executive,"[[""Article"", ""MENTIONS_EXECUTIVE"", ""Executive""]]",MENTIONS_EXECUTIVE,9cbbd194517b42f4b7996c1ea9a0cd2d,rejected,5,TSLA,1,False
0.5080091533180777,step_1_candidate_0,-0.14187643020594964,baseline_article_embedding,event_driven,EconomicIndicator,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",REFERENCES,10948ae554d24af7a1c931cdb63c12d7,rejected,1,TSLA,0,False
0.6338672768878718,step_1_candidate_1,-0.016018306636155555,baseline_article_embedding,event_driven,RegulatoryBody,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",MENTIONS_REGULATORY_BODY,10948ae554d24af7a1c931cdb63c12d7,accepted,1,TSLA,1,True
0.5560640732265446,step_2_candidate_0,-0.0778032036613272,last_accepted_winner,event_driven,CreditRating,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",HAS_CREDIT_RATING,10948ae554d24af7a1c931cdb63c12d7,rejected,2,TSLA,0,False
0.5720823798627002,step_2_candidate_1,-0.06178489702517165,last_accepted_winner,event_driven,GeographicRegion,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",LOCATED_IN,10948ae554d24af7a1c931cdb63c12d7,rejected,2,TSLA,1,True
0.4874141876430206,step_3_candidate_0,-0.14645308924485123,last_accepted_winner,event_driven,Industry,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",OPERATES_IN,10948ae554d24af7a1c931cdb63c12d7,rejected,3,TSLA,0,False
0.6224256292906178,step_3_candidate_1,-0.011441647597253968,last_accepted_winner,event_driven,CorporateAction,"[[""Article"", ""TRIGGERS"", ""CorporateAction""], [""Company"", ""TRIGGERS"", ""CorporateAction""]]",TRIGGERS,10948ae554d24af7a1c931cdb63c12d7,rejected,3,TSLA,1,True
0.448512585812357,step_4_candidate_0,-0.18535469107551483,last_accepted_winner,event_driven,MarketEvent,"[[""Article"", ""TRIGGERS_MARKET_EVENT"", ""MarketEvent""]]",TRIGGERS_MARKET_EVENT,10948ae554d24af7a1c931cdb63c12d7,rejected,4,TSLA,0,False
0.5720823798627002,step_4_candidate_1,-0.06178489702517165,last_accepted_winner,event_driven,EarningsReport,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",HAS_EARNINGS_REPORT,10948ae554d24af7a1c931cdb63c12d7,rejected,4,TSLA,1,True
0.34782608695652173,step_5_candidate_0,-0.2860411899313501,last_accepted_winner,event_driven,MarketIndex,"[[""Article"", ""MENTIONS_MARKET_INDEX"", ""MarketIndex""]]",MENTIONS_MARKET_INDEX,10948ae554d24af7a1c931cdb63c12d7,rejected,5,TSLA,0,False
0.35697940503432496,step_5_candidate_1,-0.27688787185354685,last_accepted_winner,event_driven,CorporateAction,"[[""Company"", ""ANNOUNCES_CORPORATE_ACTION"", ""CorporateAction""]]",ANNOUNCES_CORPORATE_ACTION,10948ae554d24af7a1c931cdb63c12d7,rejected,5,TSLA,1,True
0.3112128146453089,step_6_candidate_0,-0.3226544622425629,last_accepted_winner,event_driven,LegalAction,"[[""Article"", ""INVOLVES_LEGAL_ACTION"", ""LegalAction""]]",INVOLVES_LEGAL_ACTION,10948ae554d24af7a1c931cdb63c12d7,rejected,6,TSLA,0,False
0.4668192219679634,step_6_candidate_1,-0.16704805491990843,last_accepted_winner,event_driven,Product,"[[""Article"", ""MENTIONS_PRODUCT"", ""Product""]]",MENTIONS_PRODUCT,10948ae554d24af7a1c931cdb63c12d7,rejected,6,TSLA,1,True
0.5125858123569794,step_7_candidate_0,-0.12128146453089239,last_accepted_winner,event_driven,Executive,"[[""Article"", ""MENTIONS_EXECUTIVE"", ""Executive""]]",MENTIONS_EXECUTIVE,10948ae554d24af7a1c931cdb63c12d7,rejected,7,TSLA,0,True
0.5102974828375286,step_7_candidate_1,-0.12356979405034318,last_accepted_winner,event_driven,FinancialStatement,"[[""Company"", ""HAS_FINANCIAL_STATEMENT"", ""FinancialStatement""]]",HAS_FINANCIAL_STATEMENT,10948ae554d24af7a1c931cdb63c12d7,rejected,7,TSLA,1,False
0.4279176201372997,step_1_candidate_0,-0.13043478260869568,baseline_article_embedding,default,EconomicIndicator,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",REFERENCES,cc3b710f71c548c7b28052a29827d26b,rejected,1,TSLA,0,False
0.5606407322654462,step_1_candidate_1,0.0022883295194507935,baseline_article_embedding,default,RegulatoryBody,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",MENTIONS_REGULATORY_BODY,cc3b710f71c548c7b28052a29827d26b,accepted,1,TSLA,1,True
0.47368421052631576,step_2_candidate_0,-0.08695652173913043,last_accepted_winner,default,CreditRating,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",HAS_CREDIT_RATING,cc3b710f71c548c7b28052a29827d26b,rejected,2,TSLA,0,False
0.5583524027459954,step_2_candidate_1,-0.0022883295194507935,last_accepted_winner,default,GeographicRegion,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",LOCATED_IN,cc3b710f71c548c7b28052a29827d26b,rejected,2,TSLA,1,True
0.43249427917620137,step_3_candidate_0,-0.12814645308924483,last_accepted_winner,default,Industry,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",OPERATES_IN,cc3b710f71c548c7b28052a29827d26b,rejected,3,TSLA,0,False
