ticker,run_id,lookback_days,steps,chain_hops,evolution_prompt,baseline_auc,final_auc,delta,train_auc,final_candidate,path_mean_norm,brier_score,f1,n_nodes,n_edges,max_hops_val
TSLA,643f3dd865c347ed823f7e2419bbbf5a,20,3,3,default,0.649886,0.588101,-0.061785,,step_2_candidate_1,0.6545298099517822,0.35059571266174316,0.6415094339622641,3511,21483,3
TSLA,5cbad7683bf74a57b8056a6d01866ea1,8,5,5,fundamental,0.558352,0.583524,0.025172,,step_1_candidate_1,0.15456733107566833,0.32030266523361206,0.5769230769230769,2999,16335,5
TSLA,a0bc392a67a546169e61bac5718d5136,3,3,5,event_driven,0.521739,0.583524,0.061785,,step_1_candidate_0,0,0.2880230247974396,0.5454545454545454,2734,12014,0
TSLA,ae9ec49cc46e460dbe94c264c6a71a02,8,5,3,event_driven,0.558352,0.574371,0.016018,,step_3_candidate_1,0.5494695901870728,0.32070764899253845,0.6666666666666666,3679,30682,3
TSLA,6e63ca86c17a4c2aa1906440695c434a,3,7,5,default,0.521739,0.572082,0.050343,,step_7_candidate_0,0.08357435464859009,0.32216697931289673,0.5714285714285714,4877,46382,5
TSLA,6055b67989884f84a004ab63b7e3a637,20,3,5,event_driven,0.649886,0.572082,-0.077803,,step_1_candidate_1,0,0.29398947954177856,0.5581395348837209,3010,16166,0
TSLA,29780cc56f64445aabf283e6eee5d9e4,3,7,3,fundamental,0.521739,0.562929,0.04119,,step_1_candidate_0,0.5881495475769043,0.2709721326828003,0.5882352941176471,2760,12019,3
TSLA,05724f5089da43b7a6f176387749e799,8,3,4,fundamental,0.558352,0.549199,-0.009153,,step_1_candidate_1,0.04180772975087166,0.3628092110157013,0.5555555555555556,3009,16291,4
TSLA,032f7c839a274a17968e894f8f44757f,20,5,4,default,0.649886,0.544622,-0.105263,,step_1_candidate_1,0,0.29583290219306946,0.4864864864864865,3015,16174,0
TSLA,896206f0ea76473d9f577b7ae8501e3c,3,5,4,default,0.521739,0.540046,0.018307,,step_4_candidate_1,0.2126937210559845,0.3475681245326996,0.5454545454545454,4654,34391,4
TSLA,5386655bce8a4d3795e53372ab42961c,20,3,4,fundamental,0.649886,0.524027,-0.125858,,step_1_candidate_1,0,0.28208839893341064,0.35714285714285715,3014,16263,0
TSLA,e96b022e46dc4ed2b57f89e28949748a,8,3,3,default,0.558352,0.469108,-0.089245,,step_2_candidate_1,0.5521523356437683,0.38850438594818115,0.4583333333333333,3366,22628,3
MSFT,dadbb5fbd4634b4cac87823fa81e5c93,10,5,3,event_driven,0.602273,0.740909,0.138636,1,step_3_candidate_0,0.5033056139945984,0.2697683274745941,0.23076923076923078,3559,24026,3
MSFT,c72999faa2de4d64a1275f1cc7d55487,3,3,3,default,0.527273,0.727273,0.2,1,step_3_candidate_0,0.45124348998069763,0.2661106586456299,0.17391304347826086,3547,23621,3
MSFT,29f2b73069f746a5aec1701a853a7a9b,10,3,5,event_driven,0.602273,0.688636,0.086364,1,step_3_candidate_1,0,0.25829315185546875,0.4666666666666667,3711,25862,0
MSFT,0b1c5ce5d11a41f5b148301152b2a8bf,3,7,5,default,0.527273,0.675,0.147727,1,step_2_candidate_1,0.19668424129486084,0.27109262347221375,0.32,3015,21867,5
MSFT,0de20346e3dc440f908c5add257bab9b,8,3,3,default,0.563636,0.668182,0.104545,1,step_2_candidate_1,0.336091011762619,0.2316497415304184,0.5714285714285714,3024,21337,3
MSFT,caeeaeec9bbc4ed3ba47cbfbd7ab7439,20,7,4,event_driven,0.565909,0.665909,0.1,1,step_5_candidate_1,0,0.2552526891231537,0.3870967741935484,3605,37305,0
MSFT,f4e4ed5eb3304939ab26312bec3409b5,20,7,3,fundamental,0.565909,0.656818,0.090909,1,step_7_candidate_1,0.17996209859848022,0.28444159030914307,0.3076923076923077,4631,38605,0
MSFT,e0539f87d6114f5d8b5eb84c9f8e19e7,20,3,4,fundamental,0.565909,0.652273,0.086364,1,step_3_candidate_0,0.737622082233429,0.2501748204231262,0.5,3131,24736,4
MSFT,ac996ca826324ce4947c1ae45d9d2bb0,3,7,4,event_driven,0.527273,0.65,0.122727,1,step_7_candidate_0,0.5213208794593811,0.3018637001514435,0.3448275862068966,4262,49072,4
MSFT,4cb5faa65e2a4fc1b22e058cd58813c6,10,3,3,default,0.602273,0.65,0.047727,1,step_2_candidate_1,0.5351961255073547,0.306912362575531,0.24,3320,21456,3
MSFT,63b5d56da39a44478703c2aaedef00d6,10,7,4,event_driven,0.602273,0.643182,0.040909,1,step_5_candidate_0,0.363872766494751,0.33740273118019104,0.2962962962962963,3544,31928,4
MSFT,03711570aefc4571bbba68e38e09b8bc,8,7,3,fundamental,0.563636,0.643182,0.079545,1,step_7_candidate_1,0.15957535803318024,0.2802921235561371,0.35714285714285715,4759,47414,3
MSFT,dd0d29f046104e66949d27f38fb45b2b,3,7,3,fundamental,0.527273,0.640909,0.113636,1,step_6_candidate_1,0.4972344636917114,0.3013887107372284,0.08695652173913043,4057,38246,3
MSFT,ec091258b3e04727ac894cc7f7d02312,20,7,5,default,0.565909,0.636364,0.070455,1,step_1_candidate_0,0,0.2625894248485565,0.48484848484848486,2498,11608,0
MSFT,17156679fc5d4f35bbf11aa734cbacae,20,5,4,default,0.565909,0.634091,0.068182,1,step_1_candidate_1,0.5664892196655273,0.28952354192733765,0.3448275862068966,2703,15598,4
MSFT,f6612a3140cd4c92aa1c82dd1ea9a078,10,7,3,fundamental,0.602273,0.625,0.022727,1,step_1_candidate_0,0.01229127962142229,0.28863397240638733,0.38461538461538464,2505,11700,0
MSFT,383e0737583245999d1351ca0c66de19,3,3,5,event_driven,0.527273,0.622727,0.095455,1,step_3_candidate_0,0,0.26674047112464905,0.4444444444444444,3146,23626,0
MSFT,7349d197135c4664b52373b88fc33678,10,7,5,default,0.602273,0.618182,0.015909,1,step_2_candidate_0,0.042287856340408325,0.30134522914886475,0.24,2955,18180,0
MSFT,c0562b9445a0443781a58578d257494b,3,5,3,event_driven,0.527273,0.618182,0.090909,1,step_4_candidate_0,0.6277216076850891,0.2778256833553314,0.2962962962962963,3694,27802,3
MSFT,9c114e38fb2148dfba006c45483c2549,20,5,5,fundamental,0.565909,0.611364,0.045455,1,step_4_candidate_0,0.1038784608244896,0.36370420455932617,0,3404,28640,0
MSFT,2009220d94ca49068fa235094ff248c4,10,5,5,fundamental,0.602273,0.609091,0.006818,1,step_3_candidate_0,0,0.27684012055397034,0.4444444444444444,3508,23860,0
MSFT,f3d3c736de3e49ca93e371200c202763,8,5,5,fundamental,0.563636,0.606818,0.043182,1,step_3_candidate_1,0.09529270976781845,0.2586444318294525,0.42424242424242425,3390,26740,5
MSFT,2101c61426c8438ba806b3dfc0a30907,20,5,3,event_driven,0.565909,0.597727,0.031818,1,step_2_candidate_1,0.4511488378047943,0.3655540645122528,0.09090909090909091,3328,21379,3
MSFT,73374c1951c248cfa150c2ed85d7f82b,8,5,3,event_driven,0.563636,0.593182,0.029545,1,step_5_candidate_0,0.5352714657783508,0.30080273747444153,0.4,3805,33217,3
MSFT,736a5a2d51f44668bef68393aaffbe9d,3,3,4,fundamental,0.527273,0.590909,0.063636,1,step_1_candidate_1,0.02738807536661625,0.31987264752388,0.2962962962962963,2698,15607,0
MSFT,ba65dcd36447443db4274327ab22945e,3,5,4,default,0.527273,0.584091,0.056818,1,step_1_candidate_0,0.16509857773780823,0.31455183029174805,0.5,2505,11720,4
MSFT,13b2b17496a447c5aac68a47e48c55c7,20,3,3,default,0.565909,0.575,0.009091,1,step_2_candidate_1,0.2888926863670349,0.3126750588417053,0.25,3297,20957,0
MSFT,9e05cb1a18fb47a081ec2d846f9ade2f,8,5,4,default,0.563636,0.565909,0.002273,1,step_4_candidate_1,0.3696139454841614,0.33393198251724243,0.2857142857142857,4050,32626,4
MSFT,8253d38329374a5198210d34f91a057c,20,3,5,event_driven,0.565909,0.561364,-0.004545,1,step_3_candidate_1,0.06232130154967308,0.3050786852836609,0.26666666666666666,3545,26273,5
MSFT,fe5f8342906a427db468e27ced8d9675,8,7,4,event_driven,0.563636,0.547727,-0.015909,1,step_5_candidate_1,0.34640321135520935,0.3165401220321655,0.4,3656,33110,4
MSFT,3e21a725070d473b83c0dc819f0d240c,8,7,5,default,0.563636,0.536364,-0.027273,1,step_7_candidate_0,0.04140438511967659,0.3046036660671234,0.2962962962962963,4050,40222,0
MSFT,45fa1a9fad2641038b109cb75425ba6b,10,5,4,default,0.602273,0.531818,-0.070455,1,step_4_candidate_1,0.062437739223241806,0.32885003089904785,0.2222222222222222,3970,35653,4
MSFT,4a12655201294087b6ea4c28f55ce3f7,8,3,4,fundamental,0.563636,0.531818,-0.031818,1,step_2_candidate_0,0.29596683382987976,0.3102101981639862,0.4444444444444444,2856,18420,4
MSFT,d2956fe0e74d416aa2a356014bc9cde9,3,5,5,fundamental,0.527273,0.506818,-0.020455,1,step_4_candidate_1,0.09109435975551605,0.33612126111984253,0.27586206896551724,3880,30689,5
MSFT,9e528bacfc5b437485f25814b6de9592,8,3,5,event_driven,0.563636,0.470455,-0.093182,1,step_2_candidate_0,0,0.32781314849853516,0.21428571428571427,3040,18663,0
MSFT,72e777f6272a4c29b49e57a095dbd22f,10,3,4,fundamental,0.602273,0.452273,-0.15,1,step_2_candidate_1,0.239544078707695,0.3611861765384674,0.08695652173913043,3290,22422,4
