step,variant,candidate_tag,node,relationship,patterns,auc,delta_auc,delta_reference,status,run_id,evolution_prompt
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.7299771167048055,0.160183066361556,last_accepted_winner,accepted,47542f41c56a41139c2b1100bda8d3b9,event_driven
2,1,step_2_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.4347826086956522,-0.13501144164759726,last_accepted_winner,rejected,47542f41c56a41139c2b1100bda8d3b9,event_driven
3,0,step_3_candidate_0,MarketEvent,TRIGGERS,"[[""Article"", ""TRIGGERS"", ""MarketEvent""], [""Company"", ""TRIGGERS"", ""MarketEvent""]]",0.5766590389016019,-0.1533180778032036,last_accepted_winner,rejected,47542f41c56a41139c2b1100bda8d3b9,event_driven
3,1,step_3_candidate_1,EarningsReport,HAS_EARNINGS_REPORT,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",0.5377574370709381,-0.19221967963386732,last_accepted_winner,rejected,47542f41c56a41139c2b1100bda8d3b9,event_driven
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.3569794050343249,-0.2013729977116705,baseline_article_embedding,rejected,1f0899fe991849538e443ea5f5944fb6,event_driven
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.7231121281464531,0.1647597254004577,baseline_article_embedding,accepted,1f0899fe991849538e443ea5f5944fb6,event_driven
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.47597254004576667,-0.24713958810068642,last_accepted_winner,rejected,1f0899fe991849538e443ea5f5944fb6,event_driven
2,1,step_2_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.47139588100686497,-0.2517162471395881,last_accepted_winner,rejected,1f0899fe991849538e443ea5f5944fb6,event_driven
3,0,step_3_candidate_0,Competitor,COMPETES_WITH,"[[""Company"", ""COMPETES_WITH"", ""Competitor""]]",0.45995423340961095,-0.26315789473684215,last_accepted_winner,rejected,1f0899fe991849538e443ea5f5944fb6,event_driven
3,1,step_3_candidate_1,Industry,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",0.4279176201372998,-0.2951945080091533,last_accepted_winner,rejected,1f0899fe991849538e443ea5f5944fb6,event_driven
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.38443935926773454,-0.13729977116704806,baseline_article_embedding,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.585812356979405,0.06407322654462244,baseline_article_embedding,accepted,9f374dc0f20a423c96b951a8aceb2cf4,default
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.7002288329519452,0.11441647597254012,last_accepted_winner,accepted,9f374dc0f20a423c96b951a8aceb2cf4,default
2,1,step_2_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.4759725400457666,-0.10983981693363842,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
3,0,step_3_candidate_0,MarketEvent,TRIGGERS,"[[""Article"", ""TRIGGERS"", ""MarketEvent""], [""MarketEvent"", ""TRIGGERS"", ""Company""]]",0.6132723112128147,-0.08695652173913049,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
3,1,step_3_candidate_1,EarningsReport,HAS_EARNINGS_REPORT,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",0.5789473684210527,-0.1212814645308925,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
4,0,step_4_candidate_0,Executive,MENTIONS_EXECUTIVE,"[[""Article"", ""MENTIONS_EXECUTIVE"", ""Executive""]]",0.37986270022883295,-0.3203661327231122,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
4,1,step_4_candidate_1,MarketIndex,MENTIONS_MARKET_INDEX,"[[""Article"", ""MENTIONS_MARKET_INDEX"", ""MarketIndex""]]",0.5034324942791762,-0.1967963386727689,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
5,0,step_5_candidate_0,Industry,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",0.540045766590389,-0.1601830663615561,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
5,1,step_5_candidate_1,CorporateAction,ANNOUNCES_CORPORATE_ACTION,"[[""Article"", ""ANNOUNCES_CORPORATE_ACTION"", ""CorporateAction""], [""Company"", ""ANNOUNCES_CORPORATE_ACTION"", ""CorporateAction""]]",0.6384439359267735,-0.06178489702517165,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
6,0,step_6_candidate_0,LegalAction,INVOLVES_LEGAL_ACTION,"[[""Article"", ""INVOLVES_LEGAL_ACTION"", ""LegalAction""]]",0.5949656750572083,-0.10526315789473684,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
6,1,step_6_candidate_1,Dividend,ANNOUNCES_DIVIDEND,"[[""Company"", ""ANNOUNCES_DIVIDEND"", ""Dividend""]]",0.5995423340961098,-0.10068649885583536,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
7,0,step_7_candidate_0,Product,MENTIONS_PRODUCT,"[[""Article"", ""MENTIONS_PRODUCT"", ""Product""]]",0.5972540045766591,-0.10297482837528604,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
7,1,step_7_candidate_1,MergersAndAcquisitions,ANNOUNCES_M&A,"[[""Article"", ""ANNOUNCES_M&A"", ""MergersAndAcquisitions""]]",0.49199084668192217,-0.208237986270023,last_accepted_winner,rejected,9f374dc0f20a423c96b951a8aceb2cf4,default
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.43935926773455375,-0.21052631578947362,baseline_article_embedding,rejected,83e99ed53e1f498a9a0c4d2b50816d2e,default
1,1,step_1_candidate_1,RegulatoryBody,ISSUED_BY,"[[""Article"", ""ISSUED_BY"", ""RegulatoryBody""]]",0.5034324942791761,-0.14645308924485123,baseline_article_embedding,accepted,83e99ed53e1f498a9a0c4d2b50816d2e,default
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.5263157894736842,0.022883295194508046,last_accepted_winner,accepted,83e99ed53e1f498a9a0c4d2b50816d2e,default
2,1,step_2_candidate_1,MarketEvent,TRIGGERS,"[[""Article"", ""TRIGGERS"", ""MarketEvent""]]",0.4736842105263158,-0.029748283752860316,last_accepted_winner,rejected,83e99ed53e1f498a9a0c4d2b50816d2e,default
3,0,step_3_candidate_0,MarketEvent,AFFECTS,"[[""MarketEvent"", ""AFFECTS"", ""Company""], [""Article"", ""RELATES_TO"", ""MarketEvent""]]",0.4851258581235698,-0.041189931350114395,last_accepted_winner,rejected,83e99ed53e1f498a9a0c4d2b50816d2e,default
3,1,step_3_candidate_1,GeographicRegion,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""GeographicRegion""]]",0.41418764302059496,-0.11212814645308922,last_accepted_winner,rejected,83e99ed53e1f498a9a0c4d2b50816d2e,default
4,0,step_4_candidate_0,MarketEvent,ASSOCIATED_WITH,"[[""Article"", ""ASSOCIATED_WITH"", ""MarketEvent""]]",0.43249427917620137,-0.09382151029748281,last_accepted_winner,rejected,83e99ed53e1f498a9a0c4d2b50816d2e,default
4,1,step_4_candidate_1,EarningsReport,HAS_EARNINGS_REPORT,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",0.5377574370709381,0.011441647597253968,last_accepted_winner,accepted,83e99ed53e1f498a9a0c4d2b50816d2e,default
5,0,step_5_candidate_0,CorporateAction,HAS_CORPORATE_ACTION,"[[""Company"", ""HAS_CORPORATE_ACTION"", ""CorporateAction""]]",0.5080091533180778,-0.029748283752860316,last_accepted_winner,rejected,83e99ed53e1f498a9a0c4d2b50816d2e,default
5,1,step_5_candidate_1,Industry,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",0.5835240274599542,0.04576659038901609,last_accepted_winner,accepted,83e99ed53e1f498a9a0c4d2b50816d2e,default
6,0,step_6_candidate_0,MergerAcquisition,HAS_MERGER_ACQUISITION,"[[""Company"", ""HAS_MERGER_ACQUISITION"", ""MergerAcquisition""]]",0.6819221967963387,0.09839816933638446,last_accepted_winner,accepted,83e99ed53e1f498a9a0c4d2b50816d2e,default
6,1,step_6_candidate_1,LegalAction,INVOLVES,"[[""Article"", ""INVOLVES"", ""LegalAction""], [""Company"", ""INVOLVES"", ""LegalAction""]]",0.6178489702517163,0.034324942791762014,last_accepted_winner,rejected,83e99ed53e1f498a9a0c4d2b50816d2e,default
7,0,step_7_candidate_0,ProductLaunch,HAS_PRODUCT_LAUNCH,"[[""Company"", ""HAS_PRODUCT_LAUNCH"", ""ProductLaunch""]]",0.5125858123569794,-0.16933638443935928,last_accepted_winner,rejected,83e99ed53e1f498a9a0c4d2b50816d2e,default
7,1,step_7_candidate_1,Dividend,HAS_DIVIDEND,"[[""Company"", ""HAS_DIVIDEND"", ""Dividend""]]",0.5263157894736843,-0.1556064073226544,last_accepted_winner,rejected,83e99ed53e1f498a9a0c4d2b50816d2e,default
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.6361556064073226,-0.013729977116704761,baseline_article_embedding,accepted,cfd8f4c606624f678244d03fff502faf,fundamental
1,1,step_1_candidate_1,EarningsReport,HAS_EARNINGS,"[[""Company"", ""HAS_EARNINGS"", ""EarningsReport""]]",0.41876430205949655,-0.23112128146453081,baseline_article_embedding,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
2,0,step_2_candidate_0,RegulatoryBody,ISSUED_BY,"[[""Article"", ""MENTIONS"", ""RegulatoryBody""], [""EconomicIndicator"", ""ISSUED_BY"", ""RegulatoryBody""]]",0.34324942791762014,-0.29290617848970246,last_accepted_winner,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
2,1,step_2_candidate_1,RegulatoryAction,AFFECTS,"[[""RegulatoryAction"", ""AFFECTS"", ""Company""], [""Article"", ""MENTIONS"", ""RegulatoryAction""]]",0.4805491990846682,-0.1556064073226544,last_accepted_winner,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
3,0,step_3_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.585812356979405,-0.05034324942791757,last_accepted_winner,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
3,1,step_3_candidate_1,MarketSentiment,HAS_SENTIMENT,"[[""Article"", ""HAS_SENTIMENT"", ""MarketSentiment""]]",0.5881006864988558,-0.048054919908466776,last_accepted_winner,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
4,0,step_4_candidate_0,RegulatoryAction,AFFECTED_BY,"[[""Company"", ""AFFECTED_BY"", ""RegulatoryAction""], [""Article"", ""MENTIONS"", ""RegulatoryAction""]]",0.5217391304347826,-0.11441647597254001,last_accepted_winner,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
4,1,step_4_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.5881006864988558,-0.048054919908466776,last_accepted_winner,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
5,0,step_5_candidate_0,MergerAcquisition,ANNOUNCES_M&A,"[[""Company"", ""ANNOUNCES_M&A"", ""MergerAcquisition""]]",0.5606407322654462,-0.07551487414187641,last_accepted_winner,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
5,1,step_5_candidate_1,ProductLaunch,ANNOUNCES_PRODUCT,"[[""Company"", ""ANNOUNCES_PRODUCT"", ""ProductLaunch""], [""Article"", ""MENTIONS"", ""ProductLaunch""]]",0.5903890160183066,-0.04576659038901598,last_accepted_winner,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
6,0,step_6_candidate_0,LegalLawsuit,INVOLVES_LAWSUIT,"[[""Article"", ""INVOLVES_LAWSUIT"", ""LegalLawsuit""], [""Company"", ""INVOLVES_LAWSUIT"", ""LegalLawsuit""]]",0.5491990846681922,-0.08695652173913038,last_accepted_winner,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
6,1,step_6_candidate_1,Dividend,ANNOUNCES_DIVIDEND,"[[""Company"", ""ANNOUNCES_DIVIDEND"", ""Dividend""], [""Article"", ""MENTIONS"", ""Dividend""]]",0.6704805491990846,0.034324942791762014,last_accepted_winner,accepted,cfd8f4c606624f678244d03fff502faf,fundamental
7,0,step_7_candidate_0,RegulatoryFiling,SUBMITS_FILING,"[[""Company"", ""SUBMITS_FILING"", ""RegulatoryFiling""], [""Article"", ""MENTIONS"", ""RegulatoryFiling""]]",0.6727688787185354,0.0022883295194507935,last_accepted_winner,accepted,cfd8f4c606624f678244d03fff502faf,fundamental
7,1,step_7_candidate_1,RegulatoryFiling,SUBMITS_FILING,"[[""Company"", ""SUBMITS_FILING"", ""RegulatoryFiling""], [""Article"", ""MENTIONS"", ""RegulatoryFiling""]]",0.6338672768878718,-0.03661327231121281,last_accepted_winner,rejected,cfd8f4c606624f678244d03fff502faf,fundamental
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.45308924485125857,-0.06864988558352403,baseline_article_embedding,rejected,9cbbd194517b42f4b7996c1ea9a0cd2d,event_driven
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.6247139588100686,0.10297482837528604,baseline_article_embedding,accepted,9cbbd194517b42f4b7996c1ea9a0cd2d,event_driven
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.5446224256292906,-0.080091533180778,last_accepted_winner,rejected,9cbbd194517b42f4b7996c1ea9a0cd2d,event_driven
2,1,step_2_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.49656750572082387,-0.12814645308924477,last_accepted_winner,rejected,9cbbd194517b42f4b7996c1ea9a0cd2d,event_driven
3,0,step_3_candidate_0,MarketEvent,TRIGGERS,"[[""Article"", ""TRIGGERS"", ""MarketEvent""]]",0.4897025171624714,-0.13501144164759726,last_accepted_winner,rejected,9cbbd194517b42f4b7996c1ea9a0cd2d,event_driven
3,1,step_3_candidate_1,CorporateAction,ANNOUNCES_CORPORATE_ACTION,"[[""Article"", ""ANNOUNCES_CORPORATE_ACTION"", ""CorporateAction""]]",0.608695652173913,-0.016018306636155666,last_accepted_winner,rejected,9cbbd194517b42f4b7996c1ea9a0cd2d,event_driven
4,0,step_4_candidate_0,Industry,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",0.6109839816933639,-0.013729977116704761,last_accepted_winner,rejected,9cbbd194517b42f4b7996c1ea9a0cd2d,event_driven
4,1,step_4_candidate_1,MarketEvent,AFFECTS,"[[""MarketEvent"", ""AFFECTS"", ""Company""]]",0.6681922196796339,0.0434782608695653,last_accepted_winner,accepted,9cbbd194517b42f4b7996c1ea9a0cd2d,event_driven
5,0,step_5_candidate_0,FinancialInstrument,MENTIONS_FINANCIAL_INSTRUMENT,"[[""Article"", ""MENTIONS_FINANCIAL_INSTRUMENT"", ""FinancialInstrument""]]",0.6292906178489703,-0.0389016018306636,last_accepted_winner,rejected,9cbbd194517b42f4b7996c1ea9a0cd2d,event_driven
5,1,step_5_candidate_1,Executive,MENTIONS_EXECUTIVE,"[[""Article"", ""MENTIONS_EXECUTIVE"", ""Executive""]]",0.5491990846681922,-0.11899313501144171,last_accepted_winner,rejected,9cbbd194517b42f4b7996c1ea9a0cd2d,event_driven
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.5080091533180777,-0.14187643020594964,baseline_article_embedding,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.6338672768878718,-0.016018306636155555,baseline_article_embedding,accepted,10948ae554d24af7a1c931cdb63c12d7,event_driven
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.5560640732265446,-0.0778032036613272,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
2,1,step_2_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.5720823798627002,-0.06178489702517165,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
3,0,step_3_candidate_0,Industry,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",0.4874141876430206,-0.14645308924485123,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
3,1,step_3_candidate_1,CorporateAction,TRIGGERS,"[[""Article"", ""TRIGGERS"", ""CorporateAction""], [""Company"", ""TRIGGERS"", ""CorporateAction""]]",0.6224256292906178,-0.011441647597253968,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
4,0,step_4_candidate_0,MarketEvent,TRIGGERS_MARKET_EVENT,"[[""Article"", ""TRIGGERS_MARKET_EVENT"", ""MarketEvent""]]",0.448512585812357,-0.18535469107551483,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
4,1,step_4_candidate_1,EarningsReport,HAS_EARNINGS_REPORT,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",0.5720823798627002,-0.06178489702517165,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
5,0,step_5_candidate_0,MarketIndex,MENTIONS_MARKET_INDEX,"[[""Article"", ""MENTIONS_MARKET_INDEX"", ""MarketIndex""]]",0.34782608695652173,-0.2860411899313501,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
5,1,step_5_candidate_1,CorporateAction,ANNOUNCES_CORPORATE_ACTION,"[[""Company"", ""ANNOUNCES_CORPORATE_ACTION"", ""CorporateAction""]]",0.35697940503432496,-0.27688787185354685,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
6,0,step_6_candidate_0,LegalAction,INVOLVES_LEGAL_ACTION,"[[""Article"", ""INVOLVES_LEGAL_ACTION"", ""LegalAction""]]",0.3112128146453089,-0.3226544622425629,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
6,1,step_6_candidate_1,Product,MENTIONS_PRODUCT,"[[""Article"", ""MENTIONS_PRODUCT"", ""Product""]]",0.4668192219679634,-0.16704805491990843,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
7,0,step_7_candidate_0,Executive,MENTIONS_EXECUTIVE,"[[""Article"", ""MENTIONS_EXECUTIVE"", ""Executive""]]",0.5125858123569794,-0.12128146453089239,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
7,1,step_7_candidate_1,FinancialStatement,HAS_FINANCIAL_STATEMENT,"[[""Company"", ""HAS_FINANCIAL_STATEMENT"", ""FinancialStatement""]]",0.5102974828375286,-0.12356979405034318,last_accepted_winner,rejected,10948ae554d24af7a1c931cdb63c12d7,event_driven
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.4279176201372997,-0.13043478260869568,baseline_article_embedding,rejected,cc3b710f71c548c7b28052a29827d26b,default
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.5606407322654462,0.0022883295194507935,baseline_article_embedding,accepted,cc3b710f71c548c7b28052a29827d26b,default
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.47368421052631576,-0.08695652173913043,last_accepted_winner,rejected,cc3b710f71c548c7b28052a29827d26b,default
2,1,step_2_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.5583524027459954,-0.0022883295194507935,last_accepted_winner,rejected,cc3b710f71c548c7b28052a29827d26b,default
3,0,step_3_candidate_0,Industry,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",0.43249427917620137,-0.12814645308924483,last_accepted_winner,rejected,cc3b710f71c548c7b28052a29827d26b,default
3,1,step_3_candidate_1,CorporateAction,DESCRIBES_CORPORATE_ACTION,"[[""Article"", ""DESCRIBES_CORPORATE_ACTION"", ""CorporateAction""]]",0.540045766590389,-0.020594965675057142,last_accepted_winner,rejected,cc3b710f71c548c7b28052a29827d26b,default
4,0,step_4_candidate_0,MarketEvent,DESCRIBES_MARKET_EVENT,"[[""Article"", ""DESCRIBES_MARKET_EVENT"", ""MarketEvent""]]",0.5354691075514874,-0.02517162471395884,last_accepted_winner,rejected,cc3b710f71c548c7b28052a29827d26b,default
4,1,step_4_candidate_1,LegalAction,DESCRIBES_LEGAL_ACTION,"[[""Article"", ""DESCRIBES_LEGAL_ACTION"", ""LegalAction""]]",0.5675057208237986,0.006864988558352381,last_accepted_winner,accepted,cc3b710f71c548c7b28052a29827d26b,default
5,0,step_5_candidate_0,MergerAcquisition,DESCRIBES_MERGER_ACQUISITION,"[[""Article"", ""DESCRIBES_MERGER_ACQUISITION"", ""MergerAcquisition""]]",0.45080091533180777,-0.1167048054919908,last_accepted_winner,rejected,cc3b710f71c548c7b28052a29827d26b,default
5,1,step_5_candidate_1,Product,MENTIONS_PRODUCT,"[[""Article"", ""MENTIONS_PRODUCT"", ""Product""]]",0.528604118993135,-0.0389016018306636,last_accepted_winner,rejected,cc3b710f71c548c7b28052a29827d26b,default
